algorithm,configuration,superpixels,data_set,category,MaxF,AvgPrec,PRE_wp,REC_wp,FPR_wp,FNR_wp
mlp,Connection_strength: 0.5000; blur,5000,valid,um_road,95.57519548509153,95.25659593127028,93.4881591796875,97.7575454711914,1.1481707096099854,2.242459297180176
mlp,Connection_strength: 0.5000; blur,5000,valid,umm_road,90.51512673253082,94.81455787949177,91.11666870117188,89.92147827148438,1.4697352647781372,10.078522682189941
mlp,Connection_strength: 0.5000; blur,5000,valid,uu_road,95.63160073369129,94.37885933418758,96.01335144042969,95.25286865234375,0.7768703103065491,4.747129440307617
mlp,Connection_strength: 0.5000; temperature: 1.5000updates: 1.0,5000,valid,um_road,94.92069835271968,87.15157153530939,94.423828125,95.42282104492188,0.9502016305923462,4.577176570892334
mlp,Connection_strength: 0.5000; temperature: 1.5000updates: 1.0,5000,valid,umm_road,91.3311358195307,79.17091110984808,93.57383728027344,89.19341278076172,1.0268980264663696,10.8065824508667
mlp,Connection_strength: 0.5000; temperature: 1.5000updates: 1.0,5000,valid,uu_road,95.40149082981524,89.37394329260371,96.6695785522461,94.16624450683594,0.6372342109680176,5.83375883102417
mlp,Connection_strength: 0.5000; temperature: 1.0000updates: 0.0,5000,valid,um_road,94.94891158984677,87.21295943148507,94.4913558959961,95.41091918945312,0.9379069209098816,4.589080810546875
mlp,Connection_strength: 0.5000; temperature: 1.0000updates: 0.0,5000,valid,umm_road,91.45441377641708,79.30276600291137,93.73500061035156,89.28216552734375,1.0004186630249023,10.7178316116333
mlp,Connection_strength: 0.5000; temperature: 1.0000updates: 0.0,5000,valid,uu_road,95.34342180707915,89.35336282951336,96.64694213867188,94.07459259033203,0.6410915851593018,5.925402641296387
