algorithm,configuration,superpixels,data_set,category,MaxF,AvgPrec,PRE_wp,REC_wp,FPR_wp,FNR_wp
mlp,YUAN'S CONFIGURATION STRING,5000,valid,um_road,95.57519548509153,95.25659593127028,93.4881591796875,97.7575454711914,1.1481707096099854,2.242459297180176
