algorithm,configuration,superpixels,data_set,category,MaxF,AvgPrec,PRE_wp,REC_wp,FPR_wp,FNR_wp
adaboostdecision_tree,"{""algorithm_name"": ""decision_tree"", ""criterion"": ""gini"", ""n_estimators"": 10, ""max_depth"": 2, ""min_samples_split"": 2}",15000,train,um_road,85.99947164246865,88.88406303287402,86.4426040649414,85.56085205078125,2.710507869720459,14.43914794921875
adaboostdecision_tree,"{""algorithm_name"": ""decision_tree"", ""criterion"": ""gini"", ""n_estimators"": 10, ""max_depth"": 2, ""min_samples_split"": 2}",15000,train,umm_road,86.01326551162136,89.3470419977051,83.88941192626953,88.24745178222656,5.230935573577881,11.75255012512207
adaboostdecision_tree,"{""algorithm_name"": ""decision_tree"", ""criterion"": ""gini"", ""n_estimators"": 10, ""max_depth"": 2, ""min_samples_split"": 2}",15000,train,uu_road,81.51539800045877,84.4605297403935,79.6151123046875,83.50861358642578,3.3909895420074463,16.491382598876953
adaboostdecision_tree,"{""algorithm_name"": ""decision_tree"", ""criterion"": ""gini"", ""n_estimators"": 10, ""max_depth"": 2, ""min_samples_split"": 2}",15000,valid,um_road,86.17035014753253,89.15591867105405,84.16757202148438,88.27076721191406,3.1331048011779785,11.729231834411621
adaboostdecision_tree,"{""algorithm_name"": ""decision_tree"", ""criterion"": ""gini"", ""n_estimators"": 10, ""max_depth"": 2, ""min_samples_split"": 2}",15000,valid,umm_road,90.03495999373868,91.36119520351637,85.9389877319336,94.5409164428711,4.9347028732299805,5.459084510803223
adaboostdecision_tree,"{""algorithm_name"": ""decision_tree"", ""criterion"": ""gini"", ""n_estimators"": 10, ""max_depth"": 2, ""min_samples_split"": 2}",15000,valid,uu_road,80.77416406428944,85.74357343361989,74.75318908691406,87.85002136230469,4.117169380187988,12.149980545043945
adaboostdecision_tree,"{""algorithm_name"": ""decision_tree"", ""criterion"": ""gini"", ""n_estimators"": 10, ""max_depth"": 5, ""min_samples_split"": 2}",15000,train,um_road,89.11974017785712,91.48768930312752,90.53482818603516,87.74820709228516,1.8530117273330688,12.251794815063477
adaboostdecision_tree,"{""algorithm_name"": ""decision_tree"", ""criterion"": ""gini"", ""n_estimators"": 10, ""max_depth"": 5, ""min_samples_split"": 2}",15000,train,umm_road,89.87239942156089,91.67410176801478,86.93641662597656,93.01361846923828,4.314000129699707,6.986382484436035
adaboostdecision_tree,"{""algorithm_name"": ""decision_tree"", ""criterion"": ""gini"", ""n_estimators"": 10, ""max_depth"": 5, ""min_samples_split"": 2}",15000,train,uu_road,84.24963462002707,87.42594874142614,83.31818389892578,85.2021484375,2.705430746078491,14.797852516174316
adaboostdecision_tree,"{""algorithm_name"": ""decision_tree"", ""criterion"": ""gini"", ""n_estimators"": 10, ""max_depth"": 5, ""min_samples_split"": 2}",15000,valid,um_road,89.53400131369507,91.16042272346697,85.69729614257812,93.73035430908203,2.9517974853515625,6.269646644592285
