algorithm,configuration,model_file,data_set,train_time,predict_time,ce,classification_rate,precision,recall,f1
logistic,"{""penalty"": ""l2"", ""C"": 10}",best_results/logistic/12-20-2015-1450591635/1/models/logistic_100sp.npz,train,0.08620214462280273,0.040812015533447266,0.25974088167047288,0.87671600171600172,0.71810089020771517,0.6797752808988764,0.34920634920634919
logistic,"{""penalty"": ""l2"", ""C"": 10}",best_results/logistic/12-20-2015-1450591635/1/models/logistic_100sp.npz,valid,0.08620214462280273,0.0025060176849365234,0.25409385397827372,0.88299193047796398,0.71715610510046368,0.70516717325227962,0.35555555555555551
logistic,"{""penalty"": ""l2"", ""C"": 10}",best_results/logistic/12-20-2015-1450591635/1/models/logistic_1000sp.npz,train,0.9170200824737549,0.011043787002563477,0.24963400161233545,0.87806012884753037,0.68742958898135698,0.61501446825112982,0.32460445481689953
logistic,"{""penalty"": ""l2"", ""C"": 10}",best_results/logistic/12-20-2015-1450591635/1/models/logistic_1000sp.npz,valid,0.9170200824737549,0.004153013229370117,0.23913720911068911,0.88454092920353977,0.69085570469798663,0.63837209302325582,0.33178887993553591
logistic,"{""penalty"": ""l2"", ""C"": 10}",best_results/logistic/12-20-2015-1450591635/1/models/logistic_5000sp.npz,train,3.0577759742736816,0.05935382843017578,0.25984123222874583,0.87223256801881011,0.66948636759347002,0.58930436315796608,0.31342083148490779
logistic,"{""penalty"": ""l2"", ""C"": 10}",best_results/logistic/12-20-2015-1450591635/1/models/logistic_5000sp.npz,valid,3.0577759742736816,0.01079702377319336,0.25170674504483176,0.87788778877887785,0.66761078914113903,0.61626644141426334,0.32045597155406824
